product_name,target,dataset_type
Обои флизелиновые Rasch Gentle Elegance 2016 бежевые 0.53 м 724011,0,test
Обои виниловые Home Color Marmi красные HC11018-15 0.53 м,0,test
Обои флизелиновые Ateliero Pola серые 1.06 м 38347-01,0,test
Обои виниловые Home Color Jardin бежевые 0.53 м 136-25,0,test
Обои флизелиновые Мир Авангард Swirl бежевые 1.06 м 11-152-08,0,test
Обои бумажные York Gentle Manor фиолетовые 0.70 м GG4702,1,test
Обои бумажные Graham & Brown Drama чёрные 0.53 м DA 56503,1,test
Обои виниловые Home Color Lancaster коричневые HC11010-28 0.53 м,0,test
Обои флизелиновые Rasch Poetry бежевые 0.53 м 423914,0,test
Обои бумажные Antonina Vella La Rosa TV бежевые 0.70 м TV 2865,1,test
Обои виниловые Rasch Tiles & More XIII серые 0.53 м 888317,0,test
Обои виниловые Melody Арома коричневые 0.53 м 904106,0,test
Обои флизелиновые Rasch Poetry красные 0.53 м 423952,0,test
Обои бумажные Моф EcoStyle бежевые 0.53 м 238912-1,1,test
Обои бумажные Московская Обойная Фабрика Эрмитаж коричневые 0.53 м 237912-1,1,test
Обои флизелиновые Industry Promo 2 розовые 1.06 м 167014-83,0,test
Обои виниловые Классика Дамаск белые 0.53 м 10026-14,0,test
Обои бумажные Carlisle Company Soleil бежевые 0.70 м OL5441,1,test
Обои флизелиновые Rasch Gentle Elegance 2016 зелёные 0.53 м 725186,0,test
Обои флизелиновые Belvinil Амаретто серые 1.06 м 0174-22х9,0,test
Обои флизелиновые Erismann Peonia розовые 1.06 м 5123-05,0,test
Обои бумажные Московская Обойная Фабрика Лондон серые 0.53 м 271242-3,1,test
Обои бумажные Decoprint Young at Home красные 0.53 м YH17946,1,test
Обои флизелиновые Rasch Poetry серые 0.53 м 425529,0,test
Обои флизелиновые Belvinil Лофт 1.06 м 0179-72,0,test
Обои виниловые Aura Little England II фиолетовые 0.53 м PR33850,0,test
Обои бумажные Antonina Vella Sardinia красные 0.70 м SN7433,1,test
Обои флизелиновые Rasch Seduction 2014 оранжевые 0.53 м 796223,0,test
Обои бумажные гофрированные Кирпичики 0.53х10 м цвет тёмно-серый 19,1,test
Обои бумажные Rasch Bambino 2015 бежевые 0.53 м 287745,1,test
Обои виниловые Vilia Луиза бежевые 0.53 м 1191-62х12,0,test
Обои флизелиновые Rasch African Queen серые 0.53 м 422306,0,test
Обои флизелиновые Вензель бежевые 1.06 м 1025-61,0,test
Обои флизелиновые Rasch Gentle Elegance 2016 коричневые 0.53 м 725667,0,test
Обои виниловые Палитра Bourbon серые 0.53 м 1369-14,0,test
Обои флизелиновые Rasch Poetry бежевые 0.53 м 424034,0,test
Обои бумажные Моф EcoStyle 237312-7 0.53 м цвет зеленый,1,test
Обои флизелиновые Rasch Florentine 2017 бежевые 0.53 м 448870,0,test
Обои флизелиновые Rasch Poetry 2 серые 546613 0.53 м,0,test
Обои флизелиновые Elysium Элемент бежевые 1.06 м Е76401,0,test
Обои бумажные Клетка зелёные 0.53 м 303-04 Д14,1,test
Обои флизелиновые Rasch Trianon 2015 серые 0.53 м 513462,0,test
Обои флизелиновые Home Color Spidey бежевые 1.06 м 350-21,0,test
Обои флизелиновые Did Манифесто бежевые 1.06 м 3003-2,0,test
Обои виниловые Vilia Луиза белые 0.53 м 1189-21х12,0,test
Обои бумажные Rasch Bambino XVIII бежевые 0.53 м 249347,1,test
Обои флизелиновые Home Color Colorist белые 413-01 1.06 м,0,test
Обои бумажные Rasch Selection белые 0.53 м 946703,1,test
Обои флизелиновые Фокс Граф-2 серые 1.06 м Граф-2 2910,0,test
Обои бумажные J.Chesterfield Damask Resource жёлтые 0.70 м DA2407,1,test
Обои бумажные 0.53х10 м имитация цвет рыжий АС 335483,0,test
Обои бумажные Моф EcoStyle бежевые 0.53 м 233012-1,1,test
Обои флизелиновые Rasch Poetry синие 0.53 м 423983,0,test
Обои флизелиновые Rasch Freundin зелёные 0.53 м 441000,0,test
Обои бумажные Московская Обойная Фабрика Эрмитаж серые 0.53 м 237912-2,1,test
Обои виниловые Vilia Луиза белые 0.53 м 1191-11х12,0,test
Обои флизелиновые Rasch Poetry 0.53 м 424126,0,test
Обои бумажные Московская Обойная Фабрика Лондон серые 0.53 м 372412-3,1,test
Обои флизелиновые Rasch Trianon 2015 зелёные 0.53 м 513448,0,test
Обои флизелиновые Rasch Trianon 2015 бордовые 0.53 м 513677,0,test
Обои бумажные York Opal Essence бежевые 0.53 м JC5911,1,test
Обои флизелиновые Inspire Basic Vertical зелёные 1.06 м IS31002-77,0,test
Обои флизелиновые Rasch Poetry розовые 0.53 м 424065,0,test
Обои виниловые Плитка серые 0.53 м 0217-5,0,test
Обои флизелиновые Vernissage Шарли белые 1.06 м 167044-86,0,test
Обои виниловые Aura Little England II белые 0.53 м PR33841,0,test
Обои флизелиновые Willberry Фиори бежевые 1.06 м 3574,0,test
Обои бумажные Georgetown Designs Roses зелёные 0.53 м PN0451,1,test
Обои флизелиновые Rasch Poetry фиолетовые 0.53 м 423976,0,test
Обои виниловые Rasch Tiles & More XIII серые 0.53 м 888317,0,test
Обои флизелиновые Ateliero Leon белые 1.06 м 38324-01,0,test
Обои виниловые Палитра Small Tile бежевые 0.53 м 1357-21,0,test
Обои флизелиновые Полосы серые 1.06 м 0420-2,0,test
Обои виниловые Ls Челси серые 1116-3 0.53 м,0,test
Обои виниловые Vilia Луиза коричневые 0.53 м 1189-61х12,0,test
Обои флизелиновые Elysium Котильон белые 1.06 м Е45101,0,test
Обои флизелиновые Rasch Gentle Elegance 2016 бежевые 0.53 м 725742,0,test
Обои бумажные Rasch Bambino 2015 бежевые 0.53 м 287745,1,test
Обои флизелиновые Rasch Sky Lounge 2016 оранжевые 0.53 м 727425,0,test
Обои бумажные Rasch Bambino 2015 голубые 0.53 м 288711,1,test
Обои виниловые Aura Kitchen Story II бежевые 0.53 м KE29901,0,test
Обои флизелиновые Elysium Шпалеры серые 1.06 м Е67009,0,test
Обои флизелиновые Rasch Alla Prima бежевые 1.06 м 959918,0,test
Обои флизелиновые Rasch Trianon 2015 белые 0.53 м 513615,0,test
Обои бумажные Голландия 0.53 м 25-МО,1,test
Обои Вензель 0.53х10 м цвет коричневый АС 324531,0,test
Обои виниловые Aura Little England II голубые 0.53 м PR33846,0,test
Обои виниловые Aura Little England II зелёные 0.53 м PR33867,0,test
"Обои на флизелиновой основе Rasch RA734805, 0.53х10 м",0,test
Обои флизелиновые Rasch Trianon 2015 серые 0.53 м 513110,0,test
"Обои флизелиновые Belvinil Эвия коричневые 1.06 м Эвия 0176-51 Х 9 флиз Обои ""Belvinil""",0,test
Обои бумажные Rasch Kids Teens II 0.53 м 292404,1,test
"Обои Kvadro «Геометрия» 140503, 1.06x10 м, виниловые на флизелиновой основе, цвет золотой",0,test
Обои бумажные Ronald Redding Middlebury зелёные 0.70 м DL0615,1,test
Обои бумажные Соблазн белые 0.53 м 23-41 Д15,1,test
Обои бумажные Моф EcoStyle бежевые 0.53 м 231462-2,1,test
"Обои «Яблоки 1», виниловые на бумажной основе, цвет , 0.53Х10.5 м",0,test
Обои виниловые Rasch Palace коричневые 0.53 м 516739,0,test
Обои флизелиновые Rasch Maximum X жёлтые 1.06 м 924428,0,test
Обои флизелиновые Rasch Alla Prima серые 1.06 м 960037,0,test
Обои виниловые Erismann Ceramica серые 0.53 м 1365-6,0,test
Обои флизелиновые Elysium Элемент коричневые 1.06 м Е76403,0,test
Обои виниловые Home Color Mozaica серые HC11021-14 0.53 м,0,test
Обои флизелиновые Rasch Aurelia part.1 оранжевые 1.06 м 909449,0,test
Обои флизелиновые Полосы розовые 1.06 м 0420-5,0,test
Обои флизелиновые Rasch Bond Street 2015 серые 0.53 м 726510,0,test
Обои флизелиновые Industry Promo 2 розовые 1.06 м 167014-83,0,test
Обои флизелиновые Rasch Maximum X жёлтые 1.06 м 924428,0,test
Обои флизелиновые Rasch Kids & Teens III «Aloha» 0.53 м RA 815238,0,test
Обои флизелиновые Rasch Trianon 2015 серые 0.53 м 513424,0,test
"Обои флизелиновые МИР Звёзды, цвет голубой, 0.53x10 м 24-251-02",0,test
Обои флизелиновые Rasch Trianon 2015 жёлтые 0.53 м 513332,0,test
Обои флизелиновые Палитра Floris серые 0.53 м PL51016-14,0,test
Обои флизелиновые Rasch Cato чёрные 0.53 м 800807,0,test
Обои бумажные для детской 0.53х10 м однотон цвет нежно-розовый Ra 247435,1,test
Обои флизелиновые Rasch Passepartout серые 0.53 м 606690,0,test
Обои виниловые Erismann Symphonie жёлтые 0.53 м 1667-3,0,test
Обои флизелиновые Rasch Poetry 2 зеленые 547344 0.53 м,0,test
Обои виниловые Aura Little England II серые 0.53 м PR33851,0,test
Обои флизелиновые Rasch Trianon 2015 зелёные 0.53 м 513646,0,test
Обои флизелиновые Erismann Tweed жёлтые 1.06 м 2354-2,0,test
Обои бумажные Моф EcoStyle коричневые 0.53 м 239322-4,1,test
Обои флизелиновые Home Color Flame зелёные 1.06 м 362-77,0,test
Обои бумажные York Disney I чёрные 0.53 м DK6118,1,test
Обои виниловые Aura Texture World оранжевые 0.53 м 780707,0,test
Обои бумажные Московская Обойная Фабрика Винтаж бежевые 0.53 м 233922-3,1,test
Обои виниловые Aura Little England II розовые 0.53 м PR33861,0,test
Обои бумажные Моф EcoStyle бежевые 0.53 м 238532-1,1,test
Обои флизелиновые Rasch Chatelaine III зеленые 968538 1.06 м,0,test
Обои бумажные Брянск Грация-10 0.53 м Грация-10 Х 24 бумаж.Обои Брянск,1,test
Обои виниловые Ateliero Tandem серые 0.53 м 38340-06,0,test
Обои бумажные Decoprint Young at Home 0.53 м YH17952,1,test
Обои бумажные Rasch Kids & Teens зеленые 247459 0.53 м,1,test
Обои флизелиновые Волны бежевые 1.06 м 0407-5,0,test
Обои флизелиновые Ateliero Volna серые 1.06 м 38327-06,0,test
Обои флизелиновые Вензель серые 1.06 м 1116-21,0,test
Обои флизелиновые Вензель серые 1.06 м 1116-22,0,test
"Обои флизелиновые Belvinil Ваниль 1.06 м Ваниль 0183-81 Х 9 флиз Обои ""Belvinil""",0,test
Обои флизелиновые Industry Grace серые 1.06 м 167103-86,0,test
Обои флизелиновые HOME COLOR Losa бежевые HC31074-28 1.06 м,0,test
Обои флизелиновые Rasch Alla Prima серые 1.06 м 959949,0,test
Обои виниловые Сафари кремовые 0.53 м 0628/1,0,test
Обои флизелиновые Палитра Сhintz бежевые 1.06 м 3242-21,0,test
Обои флизелиновые Индустрия Diadema серые 1.06 м 167054-96,0,test
Обои флизелиновые Inspire Basic Vertical синие 1.06 м IS31002-16,0,test
Обои флизелиновые Монограмма белые 0.53 м 85-309/4 (С),0,test
Обои флизелиновые A.S. Creation Metropolitan Stories серые 0.53 м 368973,0,test
Обои виниловые Aura Little England II голубые 0.53 м PR33826,0,test
Обои флизелиновые Мир Авангард Catena белые 1.06 м 11-228-04,0,test
Обои флизелиновые Belvinil Однотон бежевые 1.06 м 0101-63 (11СБ3),0,test
Обои флизелиновые Rasch Trianon 2015 коричневые 0.53 м 513486,0,test
"Обои флизелиновые Belvinil Сонет серые 1.06 м Сонет 0238-71 Х 9 флиз Обои ""Belvinil""",0,test
Обои виниловые Артекс Timisu зелёные 0.53 м 30001-03,0,test
Обои виниловые Erismann Symphonie серые 0.53 м 1668-3,0,test
Обои флизелиновые Rasch Catania бежевые 1.06 м 928938,0,test
Обои флизелиновые Elysium Чили бежевые 1.06 м Е75702,0,test
Обои флизелиновые Rasch Poetry 0.53 м 424942,0,test
Обои бумажные York Opal Essence зелёные 0.53 м JC5973,1,test
Обои виниловые Home Color Marmi синие HC11018-16 0.53 м,0,test
Обои флизелиновые Палитра Floris коричневые 0.53 м PL51015-58,0,test
Обои бумажные Rasch Bambino XVIII розовые 0.53 м 249149,1,test
"Обои на бумажной основе EcoStyle «Жуи 5», 53x10.05 м, цвет серый",1,test
Обои виниловые Vilia Луиза белые 0.53 м 1191-11х12,0,test
Обои флизелиновые Belvinil Шелк бежевые 1.06 м 0203-61 (11ЭСБ3),0,test
Обои флизелиновые Rasch Florentine 2017 бежевые 0.53 м 448801,0,test
"Обои флизелиновые Belvinil Джерси розовые 1.06 м Джерси 0150-61 Х 9 флиз Обои ""Belvinil""",0,test
Обои виниловые Elysium Санрайз бежевые 0.53 м 902901,0,test
Обои флизелиновые Inspire чёрные 1.06 м 636079,0,test
"Обои Kvadro «Геометрия» 140503, 1.06x10 м, виниловые на флизелиновой основе, цвет золотой",0,test
Обои флизелиновые Rasch Poetry 2 бежевые 545418 0.53 м,0,test
Обои виниловые Aura Kitchen Story II 0.53 м KE29940,0,test
Обои флизелиновые Rasch Freundin lll зеленые 464092 0.53 м,0,test
Обои на бумажной основе 0.53х10 м цвет зелёный АСПал 10054-24,0,test
Обои флизелиновые Rasch Emocion 2013 зелёные 0.53 м 776058,0,test
Обои флизелиновые Inspire Anna Wave серые 1.06 м 956948,0,test
Обои бумажные Rasch Bambino 2015 фиолетовые 0.53 м 288223,1,test
Обои флизелиновые Rasch Poetry 2 бежевые 546606 0.53 м,0,test
Обои флизелиновые Wallberry Элизабет серые 1.06 м 40819,0,test
Обои бумажные Московская Обойная Фабрика Лондон серые 0.53 м 372412-3,1,test
Обои флизелиновые Home Color Cliff бежевые 375-22 1.06 м,0,test
Обои виниловые Плитка зелёные 0.53 м 0217-3,0,test
Обои флизелиновые Rasch Sky Lounge 2016 белые 0.53 м 727203,0,test
Обои флизелиновые Фокс Граф-2 серые 1.06 м Граф-2 2910,0,test
Обои флизелиновые Rasch Alla Prima серые 1.06 м 959901,0,test
Обои флизелиновые Rasch Selection Relief Vlies зелёные 0.53 м 701722,0,test
Обои бумажные A.S. Creation Boys & Girls 6 0.53 м 955961,1,test
Обои бумажные Rasch Piccolo голубые 0.53 м 271348,1,test
Обои флизелиновые Rasch Fabulous Velvet 2012 серые 0.53 м 765069,0,test
Обои виниловые Плитка бежевые 0.53 м 0217-2,0,test
Обои виниловые Aura Kitchen Story II серые 0.53 м KE29919,0,test
Обои на флизелиновой основе 1.06х10 м рисунок цвет коричневый Mb 98414,0,test
Обои бумажные Моф EcoStyle белые 0.53 м 235912-1,1,test
Обои бумажные Antonina Vella Operetta II коричневые 0.70 м ОR3581,1,test
Обои виниловые с эффектом окрашенных стен оранжевые 0.53 м 2169-52,0,test
Обои флизелиновые Belvinil Византия красные 0154-42 Х 9 1.06 м,0,test
Обои флизелиновые Rasch b.b home passion V коричневые 0.53 м 479614,0,test
Обои флизелиновые Rasch Poetry серые 0.53 м 425536,0,test
Обои флизелиновые Rasch Emocion 2013 серые 0.53 м 776034,0,test
Обои бумажные Rasch Piccolo розовые 0.53 м 271317,1,test
Обои бумажные Вояж серые 0.53 м С1-МО,1,test
Обои бумажные York Disney I чёрные 0.53 м DK6118,1,test
Обои флизелиновые Палитра Ethno бежевые 1.06 м 3209-22,0,test
Обои флизелиновые Rasch Easy Passion бежевые 0.53 м 731545,0,test
Обои виниловые Melody Арома 0.53 м 904001,0,test
Обои бумажные Antonina Vella Aviva зелёные 0.70 м AF9509,1,test
Обои бумажные Московская обойная фабрика Цветущий миндаль розовые 231412-2 0.53 м,1,test
Обои флизелиновые Belvinil Лофт 1.06 м 0179-72,0,test
Обои виниловые Vernissage Кора Дерева бежевые 0.53 м 16122-23,0,test
Обои виниловые Home Color Sahara бежевые 0.53 м 196-28,0,test
Обои флизелиновые Vilia Витас бежевые 1.06 м 1340-62,0,test
Обои флизелиновые Home Color Matrix бежевые HC31066-22 1.06 м,0,test
Обои флизелиновые Rasch Gentle Elegance 2016 коричневые 0.53 м 724066,0,test
Обои флизелиновые Rasch Maximum XIII коричневые 1.06 м 936827,0,test
Обои бумажные Ronald Redding Brocades & Damasks бежевые 0.70 м DM8733,1,test
Обои виниловые Belvinil Завиток серые 0.53 м 0225-12х12,0,test
Обои флизелиновые Rasch Lazy Sunday II 0.53 м 401141,0,test
Обои виниловые Палитра белые 0.53 м 2169-11,0,test
Обои флизелиновые Аспект 1.06 м бежевые 33005-18,0,test
Обои бумажные York Opal Essence серые 0.70 м JC5953,1,test
Обои флизелиновые Elysium Санфло красные 1.06 м Е28907,0,test
Обои флизелиновые «Камень» бежевые 0.53х10 м AS9142-17,0,test
Обои флизелиновые Rasch Poetry 2 желтые 545463 0.53 м,0,test
Обои виниловые Aura Little England II голубые 0.53 м PR33846,0,test
Обои флизелиновые Vilia Витас бежевые 1.06 м 1340-41,0,test
Обои флизелиновые Inspire чёрные 1.06 м 636079,0,test
Обои флизелиновые Rasch Florentine 2017 бежевые 0.53 м 449099,0,test
Обои флизелиновые Vernissage Шарли бежевые 1.06 м 167042-93,0,test
Обои флизелиновые Rasch Gentle Elegance 2016 серые 0.53 м 724202,0,test
Обои флизелиновые Rasch Trianon 2015 жёлтые 0.53 м 513332,0,test
Обои бумажные York Boys will be Boys BZ голубые 0.53 м BZ 9502,1,test
Обои бумажные Ronald Redding Ronald Redding 18 Karat II бежевые 0.70 м EK4199,1,test
Обои бумажные Московская обойная фабрика Хлопок белые 238402-1 0.53 м,1,test
Обои бумажные Decoprint Young at Home розовые 0.53 м YH17904,1,test
Обои бумажные Московская Обойная Фабрика Эрмитаж серые 0.53 м 237912-2,1,test
Обои флизелиновые Industry Chloe белые 1.06 м 167095-80,0,test
Обои флизелиновые Rasch Crispy Paper коричневые 0.53 м 524406,0,test
Обои флизелиновые Industry Chloe белые 1.06 м 167095-80,0,test
Обои флизелиновые Вензель бежевые 1.06 м 1124-11,0,test
Обои флизелиновые Rasch Alla Prima бежевые 1.06 м 958614,0,test
Обои виниловые Aura Little England II бежевые 0.53 м PR33858,0,test
Обои бумажные Rasch Bambino XVIII 0.53 м 249736,1,test
Обои виниловые Aura Texture World серые 0.53 м 510204,0,test
Обои флизелиновые Волны бежевые 1.06 м 0405-5,0,test
Обои флизелиновые Rasch Alla Prima бежевые 1.06 м 958607,0,test
Обои флизелиновые Elysium Аврора белые 1.06 м Е71009,0,test
Обои флизелиновые Home Color Blizzard бежевые 374-22 1.06 м,0,test
Обои флизелиновые Elysium Танго бежевые 1.06 м Е15301,0,test
Обои виниловые с эффектом окрашенных стен 0.53 м бежевые 2169-21,0,test
"Обои флизелиновые Belvinil Ваниль 1.06 м Ваниль 0183-72 Х 9 флиз Обои ""Belvinil""",0,test
Обои флизелиновые Home Color Berry серые HC31050-14 1.06 м,0,test
Обои флизелиновые Rasch Chatelaine III бежевые 925876 1.06 м,0,test
Обои бумажные Моф EcoStyle зелёные 0.53 м 239302-5,1,test
Обои флизелиновые Палитра Soft cage коричневые 0.53 м N1000-82,0,test
Обои бумажные Georgetown Designs Roses серые 0.53 м PN0449,1,test
Обои флизелиновые Inspire Anna бежевые 1.06 м 640212,0,test
Обои флизелиновые Belvinil Городской серые 1.06 м 0164-22,0,test
Обои бумажные Carlisle Company Peacock Alley красные 0.70 м CL0911,1,test
Обои флизелиновые Rasch African Queen серые 0.53 м 422320,0,test
Обои флизелиновые Inspire Basic Vertical бежевые 1.06 м IS31002-22,0,test
